,run_id,run_name,max_f1,log,name,group,data_dir,val_data,drop_last,optimizer,scheduler,batch_size,learn_rate,max_epochs,model_name,num_labels,train_data,data_source,num_workers,token_types,val_percent,from_scratch,max_patience,train_percent,val_data_file,scheduler_args,data_val_origin,train_data_file,optimizer_kwargs,scheduler_kwargs,grad_accumulation_steps,total_steps,warmup_steps,_step,recall,accuracy,Train Loss,Word embedding grad norm,Token type embedding grad norm,f1,_runtime,precision,_timestamp,Learning Rate,av_epoch_loss,Train Accuracy
0,1uyr5n7s,albert-large,0.4223381559397102,True,albert-large,scientsbank-5-labels-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-large-v2,5,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,7469.0,0.5685185185185185,0.5685185185185185,0.834825873374939,0.0004682365688495338,0.000694914604537189,0.4121255848528576,1057.0,0.32321330589849107,1614889943.0,8.304957436154232e-06,0.6821112729537142,0.0
1,11772hha,albert-base,0.5567046772651522,True,albert-base,scientsbank-5-labels-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-base-v2,5,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,9959.0,0.5722222222222222,0.5722222222222222,0.030374273657798767,1.7405171394348145,2.231081485748291,0.420445395666345,527.0,0.7558963238331268,1614888877.0,7.526289434151227e-06,0.3653687601609581,0.0
2,305r6keo,roberta-large,0.7835785471005597,True,roberta-large,scientsbank-5-labels-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-large,5,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,19919.0,0.7703703703703704,0.7703703703703704,0.0007184546557255089,0.00462482450529933,0.005463488399982452,0.7695365405235779,3796.0,0.7694764254601983,1614888339.0,4.41161742613921e-06,0.08117549523658425,0.0
3,35vnm51r,roberta-base,0.724883991934894,True,roberta-base,scientsbank-5-labels-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,5,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,12449.0,0.7277777777777777,0.7277777777777777,0.015951287001371384,0.08692535758018494,0.12747551500797272,0.7105671999054729,947.0,0.7490022163981103,1614884534.0,6.7476214321482225e-06,0.21218528388475347,0.0
4,1ksojjtz,bert-large,0.7593478117759984,True,bert-large,scientsbank-5-labels-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,5,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,14939.0,0.7481481481481481,0.7481481481481481,0.0006474544061347842,0.005224795080721378,0.006508949212729931,0.7434390093863726,2844.0,0.7492093640241789,1614883576.0,5.968953430145218e-06,0.03322793213787026,0.0
5,1hwvqu3t,bert-base,0.6524744621709053,True,bert-base,scientsbank-5-labels-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,5,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,11204.0,0.6351851851851852,0.6351851851851852,0.001896846224553883,0.07949735969305038,0.09592697024345398,0.5591154468308638,851.0,0.7191466364323508,1614880724.0,7.136955433149725e-06,0.06628674095054082,0.0
6,3u1kj78v,albert-large,0.4121255848528576,True,albert-large,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-large-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,7469.0,0.5685185185185185,0.5685185185185185,0.6579397916793823,0.028978317975997925,0.04352206364274025,0.4121255848528576,1056.0,0.32321330589849107,1614878045.0,8.304957436154232e-06,0.689130773067091,0.0
7,j50p2rry,albert-base,0.5427986706135768,True,albert-base,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-base-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,12449.0,0.45185185185185184,0.45185185185185184,0.09804891049861908,0.15176531672477722,0.247735932469368,0.454216519489458,659.0,0.458650109183917,1614876981.0,6.7476214321482225e-06,0.4604602848146698,0.0
8,1epvfnrq,roberta-large,0.4121255848528576,True,roberta-large,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-large,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,2228.0,0.5685185185185185,0.5685185185185185,0.6712122559547424,0.5440621376037598,0.6854615211486816,0.4121255848528576,446.0,0.32321330589849107,1614876312.0,9.943665498247372e-06,0.6857599372169979,0.625
9,65g5wcf1,roberta-base,0.7588540855020519,True,roberta-base,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,26144.0,0.7537037037037037,0.7537037037037037,0.0008276851149275899,0.0034515385050326586,0.00485153729096055,0.7533627751293919,2017.0,0.753152334183036,1614875857.0,2.464947421131698e-06,0.07106687313423363,0.0
10,3hn87bow,bert-large,0.7863347489533447,True,bert-large,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,28634.0,0.7833333333333333,0.7833333333333333,0.0005199749139137566,0.00015518137661274525,0.00017833153833635151,0.7803782843973179,5347.0,0.7843153759820426,1614873829.0,1.6862794191286931e-06,0.005991363441908954,0.0
11,2sb5mtv0,bert-base,0.6701308404893744,True,bert-base,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,12449.0,0.6592592592592592,0.6592592592592592,0.10658622533082962,2.511691093444824,4.5188093185424805,0.6199398428731763,931.0,0.6879076931298197,1614868473.0,6.7476214321482225e-06,0.0692509618777575,0.0
12,1dqht0gi,bert-large,0.0,True,bert-large,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,,,,,,,,,,,,,
13,16gjumd3,bert-base,0.0,True,bert-base,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,0.0,,,0.8260052800178528,,,,32.0,,1614867306.0,9.765625e-09,,0.375
14,jnqyr3jb,albert-large,0.5256361133535041,True,albert-large,beetle-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-large-v2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3221.0,0.6239316239316239,0.6239316239316239,0.6940943002700806,,,0.479442195231669,488.0,0.3892906713419534,1614649932.0,8.627941912869304e-06,0.6767085180131357,0.5
15,3hoqfuhl,albert-base,0.5976059469032942,True,albert-base,beetle-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-base-v2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3221.0,0.4444444444444444,0.4444444444444444,0.2089456021785736,,,0.403474887333718,264.0,0.5615292712066905,1614649436.0,8.627941912869304e-06,0.3579152965911233,1.0
16,t2t9iuwk,roberta-large,0.8765847578347576,True,roberta-large,beetle-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-large,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,8054.0,0.8717948717948718,0.8717948717948718,0.01612190529704094,,,0.8716473515108327,2014.0,0.8715332286760858,1614649161.0,5.608412618928392e-06,0.1440058104301205,1.0
17,s6cnpjl5,roberta-base,0.8794348784084276,True,roberta-base,beetle-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,8054.0,0.8653846153846154,0.8653846153846154,0.0015317776706069708,,,0.8638728792999041,983.0,0.8648323242571273,1614647138.0,5.608412618928392e-06,0.11340427188330449,1.0
18,khsynkac,bert-large,0.8599602404022736,True,bert-large,beetle-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,5906.0,0.8589743589743589,0.8589743589743589,0.002467923332005739,,,0.8598196675119752,1463.0,0.8618209804380017,1614646145.0,6.950425638457687e-06,0.046799144900650215,1.0
19,almifhoj,bert-base,0.8468337218337219,True,bert-base,beetle-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,7517.0,0.8418803418803419,0.8418803418803419,0.0007393566193059087,,,0.8364733437803623,913.0,0.8467489055566632,1614644673.0,5.943915873810716e-06,0.045821056408874315,1.0
20,21vp0rhm,albert-large,0.4121255848528576,True,albert-large,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-large-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3737.0,0.5685185185185185,0.5685185185185185,0.5518394708633423,,,0.4121255848528576,1052.0,0.32321330589849107,1614643752.0,8.304957436154232e-06,0.681299163932969,0.0
21,2lovnq48,albert-base,0.5268629334121356,True,albert-base,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-base-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,5606.0,0.4388888888888889,0.4388888888888889,0.04099898040294647,,,0.2911095240636078,586.0,0.5525061862514334,1614642692.0,7.136955433149725e-06,0.4055516137247396,0.0
22,whefgmg5,roberta-large,0.6747408360383397,True,roberta-large,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-large,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,4307.0,0.6814814814814815,0.6814814814814815,0.7084609270095825,,,0.6747408360383397,1660.0,0.6792347276854319,1614642097.0,7.948172258387581e-06,0.5527164608575523,0.75
23,1yeztfj8,roberta-base,0.733026478688998,True,roberta-base,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,11213.0,0.7037037037037037,0.7037037037037037,0.001279369811527431,,,0.7032050283102177,1639.0,0.7028811333747225,1614640428.0,3.6329494241362047e-06,0.07879093512454761,0.0
