,run_id,state,max_f1,max_f1_macro,log,name,group,data_dir,val_data,drop_last,optimizer,scheduler,batch_size,learn_rate,max_epochs,model_name,num_labels,train_data,data_source,num_workers,token_types,val_percent,from_scratch,max_patience,train_percent,val_data_file,scheduler_args,data_val_origin,train_data_file,optimizer_kwargs,scheduler_kwargs,precision-macro,accuracy,_timestamp,Train Loss,recall,_runtime,f1-macro,precision,recall-macro,Learning Rate,f1,_step,Train Accuracy,av_epoch_loss,accuracy-macro,Token type embedding grad norm,Word embedding grad norm,accuracy-macrp
0,1z11mnnd,crashed,0.8077512643459113,0.5359477124183006,True,roberta-base,scientsbank-3way,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,3,data/flat_semeval5way_train.csv,scientsbank,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.5332157639360692,0.8,1616771358.0,0.0032798009924590588,0.8,1999.0,0.5287923705773604,0.7999306147819425,0.5266434599451054,6.741987981972959e-06,0.7983318912324998,6248.0,1.0,0.09664290030228596,0.8,,,
1,794ylqvu,failed,0.0,0.0,True,bert-large,scientsbank-3way,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,3,data/flat_semeval5way_train.csv,scientsbank,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,1616769350.0,0.9465304017066956,,250.0,,,,2.01171875e-06,,205.0,0.5,,,,,
2,ihszm7e7,finished,0.7899074788002405,0.5234428636310825,True,bert-base,scientsbank-3way,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,3,data/flat_semeval5way_train.csv,scientsbank,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.49560652267758426,0.7481481481481481,1616769079.0,0.0001752223033690825,0.7481481481481481,3678.0,0.4958958260667364,0.7487224953156357,0.4962417227029772,3.2436154231347023e-06,0.7483941143794648,11855.0,0.0,0.010685706634562102,0.7481481481481481,,,
3,dqy33d7q,finished,0.9021189458689458,0.8961805555555555,True,albert-base-squad2,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/albert-base-v2-squad2,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8946532351801627,0.9017094017094016,1616533747.0,8.712070848559961e-05,0.9017094017094016,982.0,0.895509348243928,0.9019614076568744,0.8964041095890412,5.27290936404607e-06,0.901818174577217,8607.0,1.0,0.01899856019954585,0.9017094017094016,,,
4,1abzktve,finished,0.9003012447747941,0.8946667752115428,True,bert-base-squad2,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/bert-base-uncased-squad2,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8776819096922635,0.8867521367521367,1616532753.0,0.021267294883728027,0.8867521367521367,778.0,0.8802566343057694,0.8879970698780018,0.8832892278953923,7.285928893340011e-06,0.8871692791110777,5379.0,1.0,0.07153960131825497,0.8867521367521367,,,
5,9serp5ql,finished,0.8895548895548895,0.8831168831168831,True,distilroberta-base-squad2,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/distilroberta-base-squad2,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8705436720142603,0.8803418803418803,1616531962.0,0.0036063864827156063,0.8803418803418803,578.0,0.8759560772434685,0.8894868747809924,0.8883094645080947,6.614922383575364e-06,0.8817373631459205,6455.0,1.0,0.11177101308730111,0.8803418803418803,,,
6,1e6no9h8,finished,0.9060869495955989,0.9000524200594094,True,roberta-base-squad2,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,deepset/roberta-base-squad2,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8743622448979591,0.8846153846153846,1616531371.0,0.0017436932539567351,0.8846153846153846,1304.0,0.8795470144131777,0.8900117739403454,0.8883483810709838,5.27290936404607e-06,0.8856712950741777,8607.0,1.0,0.06195067407625446,0.8846153846153846,,,
7,21fmthwo,finished,0.8720730386751309,0.8640061991476171,True,distilbert-base-squad2,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/distilbert-base-uncased-squad2,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8568345323741007,0.8675213675213675,1616530057.0,0.017949333414435387,0.8675213675213675,359.0,0.8609145815358068,0.8709217241591343,0.8667496886674969,7.956935403104657e-06,0.8684281812840916,4303.0,1.0,0.14299188513454716,0.8675213675213675,,,
8,2yy2jvmz,finished,0.9040041919729684,0.8978933844028023,True,distilroberta,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,distilroberta-base,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8725996839855006,0.8824786324786325,1616529686.0,0.053510796278715134,0.8824786324786325,758.0,0.8780689994931383,0.8910828779403926,0.8900217932752179,5.27290936404607e-06,0.8838163863056924,8607.0,1.0,0.07090221977194966,0.8824786324786325,,,
9,fi3zhbka,finished,0.8917257665764251,0.8854784924309671,True,distilbert-base,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,distilbert-base-uncased,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8789852328663386,0.8888888888888888,1616528920.0,0.00014707706577610224,0.8888888888888888,848.0,0.8833477135461605,0.8920400521687913,0.8895158779576589,3.930896344516775e-06,0.8896494423673026,10759.0,1.0,0.01831549525879599,0.8888888888888888,,,
10,35f4iter,finished,0.8814368985954437,0.875085792724777,True,albert-base-squad2,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/albert-base-v2-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.850850450785389,0.8611111111111112,1616526130.0,0.3935592472553253,0.8611111111111112,457.0,0.8558997266737091,0.8700478152657724,0.8672556039850561,6.950425638457687e-06,0.8626920929067275,11813.0,0.875,0.05459283832104446,0.8611111111111112,2.392608404159546,2.2453057765960693,
11,t9m0kp5f,finished,0.8978632478632477,0.8916666666666666,True,bert-base-squad2,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/bert-base-uncased-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8768561187916026,0.8867521367521367,1616525664.0,0.0002043069980572909,0.8867521367521367,1425.0,0.8809874529184559,0.88961098638518,0.8866749688667497,3.2598898347521285e-06,0.8874797182068731,23627.0,1.0,0.016239315982059438,0.8867521367521367,0.0027117065619677305,0.0020854263566434383,
12,1wpb3ynf,finished,0.9145299145299145,0.9089352428393525,True,albert-large,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-large-v2,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8895833333333334,0.8974358974358975,1616528064.0,0.00019702764984685928,0.8974358974358975,3866.0,0.8912049593180937,0.8980175688509022,0.8929794520547945,3.595393089634452e-06,0.8976584309401049,11297.0,1.0,0.013303290587997767,0.8974358974358975,,,
13,1wdbnnay,finished,0.8979591131592211,0.8918898107686681,True,distilroberta-base-squad2,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/distilroberta-base-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8773469582656862,0.8867521367521367,1616524230.0,0.0029909820295870304,0.8867521367521367,608.0,0.8805058412621944,0.8884796185149542,0.884417808219178,5.27290936404607e-06,0.8872775260924123,17183.0,1.0,0.07109698759026585,0.8867521367521367,0.0953131839632988,0.06976643949747086,
14,22lfs3bn,finished,0.8958805398595975,0.8897494699493746,True,albert-base,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-base-v2,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8579861111111111,0.8675213675213675,1616524188.0,0.0005864205886609852,0.8675213675213675,800.0,0.8594730724525379,0.868227682811016,0.8611067870485678,6.279419128693041e-06,0.8678088066309686,6993.0,1.0,0.04062470751518076,0.8675213675213675,,,
15,ks4g4fvl,finished,0.914715359116754,0.9093374660984115,True,roberta-base-squad2,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,deepset/roberta-base-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8765710753554237,0.8867521367521367,1616523613.0,0.010145165957510471,0.8867521367521367,653.0,0.8818851518340565,0.8925305770043253,0.891189290161893,7.621432148222334e-06,0.8878279965761336,9665.0,1.0,0.13586783068256328,0.8867521367521367,0.025314822793006897,0.019238105043768883,
16,368tmqkj,failed,0.0,0.0,True,distilbert-base-squad2,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/distilbert-base-uncased-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,,,,,,,,,,,,,,,
17,3eu93koc,finished,0.8957848826137397,0.8895242683367458,True,distilroberta,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,distilroberta-base,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8751574890684058,0.8846153846153846,1616522919.0,0.006825539283454418,0.8846153846153846,466.0,0.8805829096338859,0.8947488441300047,0.8939912826899128,6.614922383575364e-06,0.8860220619345122,12887.0,1.0,0.10146403968225168,0.8846153846153846,0.06156774982810021,0.051164574921131134,
18,2bi5i6uy,failed,0.0,0.0,True,distilbert-base,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,distilbert-base-uncased,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,,,,,,,,,,,,,,,
19,2hxjhlgw,finished,0.9126283877883998,0.907171158618888,True,albert-large,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-large-v2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.906960696069607,0.908119658119658,1616522413.0,0.32790595293045044,0.908119658119658,958.0,0.9008156928460532,0.907934896053708,0.8958981942714819,6.614922383575364e-06,0.9074870312061964,12887.0,0.875,0.07799651852186418,0.908119658119658,0.7750037312507629,0.7165588736534119,
20,v47t5rxd,finished,0.9108707034505135,0.9057808455565142,True,roberta-large,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-large,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.891591429726452,0.8995726495726496,1616523364.0,0.007521259598433971,0.8995726495726496,2586.0,0.8935864501240911,0.9003255948411587,0.8958203611457036,7.285928893340011e-06,0.8998422981964584,5379.0,1.0,0.10200907440887376,0.8995726495726496,,,
21,ztoxvgpc,finished,0.9082706723297255,0.9024314562071223,True,albert-base,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-base-v2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8897203439039467,0.8995726495726496,1616521446.0,0.0003763907589018345,0.8995726495726496,924.0,0.8952566440792575,0.9051644987359676,0.90484900373599,2.924386579869805e-06,0.900526713944873,24701.0,1.0,0.01663918635032173,0.8995726495726496,0.025426749140024185,0.020686376839876175,
22,3bcpxwx5,finished,0.9083663579244194,0.9026429224539557,True,roberta-base,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8731467599533567,0.8824786324786325,1616520766.0,0.05178406089544296,0.8824786324786325,822.0,0.8784696811599677,0.8931930046372825,0.8922789539227896,7.285928893340011e-06,0.8839407206066161,5379.0,1.0,0.13121223099505416,0.8824786324786325,,,
23,vzecvy3x,finished,0.8998422981964584,0.8935864501240911,True,roberta-large,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-large,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8722758803182944,0.8824786324786325,1616520512.0,0.001683675218373537,0.8824786324786325,1834.0,0.876737715673082,0.886037732069448,0.8832503113325031,5.943915873810716e-06,0.8833312438853973,15035.0,1.0,0.0624073213474554,0.8824786324786325,0.004352237097918987,0.003842352190986276,
24,125g3b1m,finished,0.9296765072443219,0.9252841032786171,True,roberta-base,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.9231235682522572,0.9294871794871796,1616518658.0,0.0005567758926190436,0.9294871794871796,1638.0,0.9252841032786172,0.9300875201697194,0.9276930261519304,2.588883324987481e-06,0.929676507244322,25775.0,1.0,0.0250629048900308,0.9294871794871796,0.010751614347100258,0.008143400773406029,
25,3t6px92m,finished,0.9012306134399156,0.8942881835323695,True,bert-large,beetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,beetle,4,False,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8743697795168937,0.8846153846153846,1616519922.0,0.001601289608515799,0.8846153846153846,4175.0,0.8793238468150129,0.8892259069097056,0.887219800747198,4.937406109163746e-06,0.8855872997215755,9145.0,1.0,0.020513283894995685,0.8846153846153846,,,
26,1t7t61om,finished,0.91921763125105,0.9144127668585289,True,bert-large,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.9024573378839592,0.908119658119658,1616517009.0,0.0014999720733612776,0.908119658119658,2446.0,0.901994301994302,0.9080236865902396,0.901541095890411,4.266399599399099e-06,0.9080673046485012,20405.0,1.0,0.03014315037640401,0.908119658119658,0.008969116024672985,0.007678198162466288,
27,2qj3ju3k,finished,0.8993976420598113,0.8926306848967358,True,bert-base,beetle-token_types-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8770719546310921,0.8867521367521367,1616514554.0,0.042537227272987366,0.8867521367521367,858.0,0.880749426679936,0.8890177112911046,0.885546388542964,6.279419128693041e-06,0.887380992093034,13961.0,1.0,0.05855000674713285,0.8867521367521367,2.207319974899292,1.8549504280090332,
28,t0f9yr23,finished,0.8980506672814366,0.8921078921078922,True,albert-base-squad2,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/albert-base-v2-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8883550674902768,0.8974358974358975,1616513688.0,0.3697218894958496,0.8974358974358975,489.0,0.8918898107686681,0.8993277370079017,0.896365193026152,6.614922383575364e-06,0.8979591131592211,12887.0,0.875,0.036809908230829184,0.8974358974358975,2.3825149536132812,1.9895999431610107,
29,3vqjgo2b,finished,0.9123432439671756,0.9065527065527065,True,bert-base-squad2,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/bert-base-uncased-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8855444459145293,0.8952991452991453,1616513190.0,0.00026591785717755556,0.8952991452991453,1572.0,0.8901845103269277,0.8987019474100579,0.8969100249066002,2.588883324987481e-06,0.896058744552445,25775.0,1.0,0.011646144479446272,0.8952991452991453,0.004298083484172821,0.00367405079305172,
30,2zn80cjh,finished,0.898137946800587,0.892320966350302,True,distilroberta-base-squad2,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/distilroberta-base-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8722702732995835,0.8824786324786325,1616511609.0,0.1359587013721466,0.8824786324786325,612.0,0.8776470588235294,0.8891869827962933,0.8877646326276463,5.27290936404607e-06,0.883673537791185,17183.0,0.875,0.07601549090694205,0.8824786324786325,1.0964651107788086,0.9211004972457886,
31,11r7lf6k,finished,0.8939801948068942,0.8880511328842621,True,roberta-base-squad2,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,deepset/roberta-base-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8601532567049808,0.8696581196581197,1616510988.0,0.5250739455223083,0.8696581196581197,675.0,0.8652118281956005,0.8805711104561679,0.8786192403486924,7.285928893340011e-06,0.871279708309156,10739.0,0.875,0.1350166536732959,0.8696581196581197,0.29958000779151917,0.22491075098514557,
32,loaxmb8q,failed,0.0,0.0,True,distilbert-base-squad2,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/distilbert-base-uncased-squad2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,,,,,,,,,,,,,,,
33,2mvd24s6,finished,0.8896494423673026,0.8833477135461605,True,distilroberta,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,distilroberta-base,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8616094692175984,0.8717948717948718,1616510272.0,0.0005521771381609142,0.8717948717948718,692.0,0.8668714797747056,0.8800705113889064,0.8780744084682441,4.601902854281423e-06,0.873217185045142,19331.0,1.0,0.05211404720037861,0.8717948717948718,0.003732688026502729,0.0031923565547913313,
34,lsd5tyjj,failed,0.0,0.0,True,distilbert-base,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,distilbert-base-uncased,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,,,,,,,,,,,,,,,
35,3v606m2u,finished,0.8942135481804729,0.8886710944487791,True,albert-large,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-large-v2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8811215907157843,0.8910256410256411,1616509541.0,0.0007165581919252872,0.8910256410256411,1257.0,0.8857022454423124,0.8944805422965213,0.8923567870485678,5.27290936404607e-06,0.8918162443300955,17183.0,1.0,0.03549236985825484,0.8910256410256411,0.010304907336831093,0.008654189296066761,
36,2snxf3ha,finished,0.89142704216349,0.8847752518791367,True,albert-base,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-base-v2,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8637124859649457,0.8739316239316239,1616508276.0,0.0014903838746249676,0.8739316239316239,578.0,0.8672493617757777,0.8763233370727614,0.8718866749688667,5.943915873810716e-06,0.8746316704431887,15035.0,1.0,0.06909191847742803,0.8739316239316239,0.10938256233930588,0.08122977614402771,
37,1p7jcn6w,finished,0.9029101610803062,0.8956718170244176,True,roberta-large,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-large,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.8670138888888889,0.8760683760683761,1616507688.0,0.007155433762818575,0.8760683760683761,1215.0,0.8685393258426968,0.8767390788224121,0.8702132627646326,7.621432148222334e-06,0.8763372707192931,9665.0,1.0,0.1285272924420198,0.8760683760683761,0.0009354643407277764,0.0007506008842028677,
38,3srh82b1,finished,0.8967997564488792,0.8894205209994683,True,roberta-base,beetle-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,2,data/flat_semeval5way_train.csv,beetle,4,True,100,False,5,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},0.886655162496405,0.8952991452991453,1616506464.0,0.016026850789785385,0.8952991452991453,698.0,0.8892938694525039,0.8964855743112862,0.892395703611457,7.285928893340011e-06,0.8956848052159021,10739.0,1.0,0.14022895808022387,0.8952991452991453,0.3763698935508728,0.2797605097293854,
